
('Computer', 'OOSE', '2021-22', 'Select Semester', '2', 'nishant chutiya', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant chutiya',),('Computer',),00:56:19, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '3', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),16:58:35, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),16:58:35, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '3', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),16:58:35, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),16:58:35, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '3', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),16:58:35, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),16:58:36, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '3', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),16:58:36, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),16:58:36, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '3', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),16:58:36, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),16:58:36, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '3', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),16:58:36, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),16:58:36, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '3', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),16:58:36, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),16:58:37, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '2', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),16:58:37, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),16:58:38, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '2', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),16:58:38, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),16:58:38, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '2', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),16:58:38, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),16:58:38, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '2', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),16:58:38, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),16:58:39, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '2', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),16:58:39, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),16:58:39, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '2', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),16:58:39, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),16:58:40, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '2', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),16:58:40, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),16:58:42, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '2', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),16:58:42, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),16:58:43, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '2', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),16:58:43, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),16:58:43, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '2', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),16:58:43, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),16:58:45, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '2', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),16:58:45, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),16:58:46, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '2', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),16:58:46, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),16:58:47, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '2', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),16:58:47, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),16:58:47, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '2', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),16:58:47, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),16:58:47, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '2', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),16:58:47, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),16:58:48, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '2', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),16:58:48, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),16:58:48, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '2', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),16:58:48, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),16:58:49, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '2', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),16:58:49, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),16:58:50, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '2', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),16:58:50, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),16:58:51, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '2', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),16:58:51, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),16:58:51, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '2', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),16:58:51, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),17:01:23, 10/04/2023,Present
